answers;Филлер/стимул;sent_type;single/pair;порядок;syntacticrole;cordination;id;пол;возраст;уровень образования;сфера;sentence;правильность филлера;номер предложения;order
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id33;Мужской;25;Высшее;IT;sentence13.2; - ;29A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id34;Женский;21;Неоконченное высшее;Журналистика;sentence13.2; - ;29A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence13.2; - ;29A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id36;Женский;20;Основное общее;Учеба;sentence13.2; - ;29A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id37;Женский;20;Неоконченное высшее;Филология;sentence13.2; - ;29A;indirect
3;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id38;Мужской;20;Неоконченное высшее;Учеба;sentence13.2; - ;29A;indirect
4;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence13.2; - ;29A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence13.2; - ;29A;indirect
1;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id41;Мужской;20;Неоконченное высшее;Туризм;sentence13.2; - ;29A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id42;Мужской;22;Высшее;Юриспруденция;sentence13.2; - ;29A;indirect
4;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence13.2; - ;29A;indirect
3;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id44;Мужской;29;Высшее;Логистика;sentence13.2; - ;29A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id45;Мужской;25;Высшее;Инженерное дело;sentence13.2; - ;29A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id46;Женский;24;Высшее;IT;sentence13.2; - ;29A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence13.2; - ;29A;indirect
4;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id48;Женский;23;Среднее профессиональное;Работа;sentence13.2; - ;29A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence13.2; - ;29A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;non-coord;id50;Женский;20;Среднее профессиональное;Работа;sentence13.2; - ;29A;indirect
3;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id26;Женский;20;Неоконченное высшее;Лингвистика;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id27;Женский;20;Неоконченное высшее;Преподавание;sentence3.2; - ;13A;direct
2;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id29;Мужской;20;Неоконченное высшее;Искусство;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id30;Женский;20;Неоконченное высшее;Экономика;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence3.2; - ;13A;direct
4;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id32;Женский;20;Основное общее;Лингвистика;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id33;Мужской;25;Высшее;IT;sentence3.2; - ;13A;direct
2;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id34;Женский;21;Неоконченное высшее;Журналистика;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence3.2; - ;13A;direct
3;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id36;Женский;20;Основное общее;Учеба;sentence3.2; - ;13A;direct
2;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id37;Женский;20;Неоконченное высшее;Филология;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id38;Мужской;20;Неоконченное высшее;Учеба;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence3.2; - ;13A;direct
1;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence3.2; - ;13A;direct
1;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id41;Мужской;20;Неоконченное высшее;Туризм;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id42;Мужской;22;Высшее;Юриспруденция;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence3.2; - ;13A;direct
4;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id44;Мужской;29;Высшее;Логистика;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id45;Мужской;25;Высшее;Инженерное дело;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id46;Женский;24;Высшее;IT;sentence3.2; - ;13A;direct
4;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id48;Женский;23;Среднее профессиональное;Работа;sentence3.2; - ;13A;direct
4;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence3.2; - ;13A;direct
5;стимул;excl;pair;X аргумент -Y аргумент;args;non-coord;id50;Женский;20;Среднее профессиональное;Работа;sentence3.2; - ;13A;direct
3;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id26;Женский;20;Неоконченное высшее;Лингвистика;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id27;Женский;20;Неоконченное высшее;Преподавание;sentence11.2; - ;27A;direct
2;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence11.2; - ;27A;direct
3;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id29;Мужской;20;Неоконченное высшее;Искусство;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id30;Женский;20;Неоконченное высшее;Экономика;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id32;Женский;20;Основное общее;Лингвистика;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id33;Мужской;25;Высшее;IT;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id34;Женский;21;Неоконченное высшее;Журналистика;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id36;Женский;20;Основное общее;Учеба;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id37;Женский;20;Неоконченное высшее;Филология;sentence11.2; - ;27A;direct
3;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id38;Мужской;20;Неоконченное высшее;Учеба;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence11.2; - ;27A;direct
3;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id41;Мужской;20;Неоконченное высшее;Туризм;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id42;Мужской;22;Высшее;Юриспруденция;sentence11.2; - ;27A;direct
4;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence11.2; - ;27A;direct
2;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id44;Мужской;29;Высшее;Логистика;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id45;Мужской;25;Высшее;Инженерное дело;sentence11.2; - ;27A;direct
4;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id46;Женский;24;Высшее;IT;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id48;Женский;23;Среднее профессиональное;Работа;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence11.2; - ;27A;direct
5;стимул;excl;pair;аргумент-адъюнкт;adjarg;coord;id50;Женский;20;Среднее профессиональное;Работа;sentence11.2; - ;27A;direct
2;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id26;Женский;20;Неоконченное высшее;Лингвистика;sentence15.2; - ;25A;indirect
4;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id27;Женский;20;Неоконченное высшее;Преподавание;sentence15.2; - ;25A;indirect
2;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence15.2; - ;25A;indirect
4;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id29;Мужской;20;Неоконченное высшее;Искусство;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id30;Женский;20;Неоконченное высшее;Экономика;sentence15.2; - ;25A;indirect
4;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id32;Женский;20;Основное общее;Лингвистика;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id33;Мужской;25;Высшее;IT;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id34;Женский;21;Неоконченное высшее;Журналистика;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id36;Женский;20;Основное общее;Учеба;sentence15.2; - ;25A;indirect
4;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id37;Женский;20;Неоконченное высшее;Филология;sentence15.2; - ;25A;indirect
3;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id38;Мужской;20;Неоконченное высшее;Учеба;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id41;Мужской;20;Неоконченное высшее;Туризм;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id42;Мужской;22;Высшее;Юриспруденция;sentence15.2; - ;25A;indirect
1;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence15.2; - ;25A;indirect
4;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id44;Мужской;29;Высшее;Логистика;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id45;Мужской;25;Высшее;Инженерное дело;sentence15.2; - ;25A;indirect
1;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id46;Женский;24;Высшее;IT;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id48;Женский;23;Среднее профессиональное;Работа;sentence15.2; - ;25A;indirect
4;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence15.2; - ;25A;indirect
5;стимул;excl;pair;адъюнкт-аргумент;adjarg;coord;id50;Женский;20;Среднее профессиональное;Работа;sentence15.2; - ;25A;indirect
3;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id26;Женский;20;Неоконченное высшее;Лингвистика;sentence10.2; - ;11A;indirect
4;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id27;Женский;20;Неоконченное высшее;Преподавание;sentence10.2; - ;11A;indirect
4;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence10.2; - ;11A;indirect
4;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id29;Мужской;20;Неоконченное высшее;Искусство;sentence10.2; - ;11A;indirect
5;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id30;Женский;20;Неоконченное высшее;Экономика;sentence10.2; - ;11A;indirect
5;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence10.2; - ;11A;indirect
5;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id32;Женский;20;Основное общее;Лингвистика;sentence10.2; - ;11A;indirect
5;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id33;Мужской;25;Высшее;IT;sentence10.2; - ;11A;indirect
5;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id34;Женский;21;Неоконченное высшее;Журналистика;sentence10.2; - ;11A;indirect
5;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence10.2; - ;11A;indirect
5;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id36;Женский;20;Основное общее;Учеба;sentence10.2; - ;11A;indirect
5;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id37;Женский;20;Неоконченное высшее;Филология;sentence10.2; - ;11A;indirect
4;стимул;excl;pair;Y аргумент - X аргумент;args;coord;id38;Мужской;20;Неоконченное высшее;Учеба;sentence10.2; - ;11A;indirect
