Ответы;Филлер/стимул;Вопрос/восклицание;single/pair интерпретация;порядок;2аргумента/1аргумент+1адъюнкт;есть сочинение/нет сочинения;id респонденты;пол;возраст;уровень образования;сфера;предложения;правильность филлера;номер предложения;порядок 2
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id50;Женский;20;Среднее профессиональное;Работа;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id29;Мужской;20;Неоконченное высшее;Искусство;sentence2.2; - ;21A;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id30;Женский;20;Неоконченное высшее;Экономика;sentence2.2; - ;21A;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence2.2; - ;21A;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id32;Женский;20;Основное общее;Лингвистика;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id33;Мужской;25;Высшее;IT;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id34;Женский;21;Неоконченное высшее;Журналистика;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence2.2; - ;21A;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id38;Мужской;20;Неоконченное высшее;Учеба;sentence2.2; - ;21A;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id42;Мужской;22;Высшее;Юриспруденция;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id45;Мужской;25;Высшее;Инженерное дело;sentence2.2; - ;21A;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id46;Женский;24;Высшее;IT;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id48;Женский;23;Среднее профессиональное;Работа;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id50;Женский;20;Среднее профессиональное;Работа;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id27;Женский;20;Неоконченное высшее;Преподавание;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id29;Мужской;20;Неоконченное высшее;Искусство;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id30;Женский;20;Неоконченное высшее;Экономика;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence1.2; - ;23A;прямой
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id32;Женский;20;Основное общее;Лингвистика;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id33;Мужской;25;Высшее;IT;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id34;Женский;21;Неоконченное высшее;Журналистика;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id36;Женский;20;Основное общее;Учеба;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id38;Мужской;20;Неоконченное высшее;Учеба;sentence1.2; - ;23A;прямой
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence1.2; - ;23A;прямой
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id41;Мужской;20;Неоконченное высшее;Туризм;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id42;Мужской;22;Высшее;Юриспруденция;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence1.2; - ;23A;прямой
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id44;Мужской;29;Высшее;Логистика;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id45;Мужской;25;Высшее;Инженерное дело;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id48;Женский;23;Среднее профессиональное;Работа;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence1.2; - ;23A;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id50;Женский;20;Среднее профессиональное;Работа;sentence1.2; - ;23A;прямой
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id76;Мужской;20;Основное общее;IT;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id79;Женский;22;Высшее;Иностранные языки;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id80;Мужской;20;Неоконченное высшее;Учеба;sentence23.2; - ;6B;прямой
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id83;Мужской;25;Неоконченное высшее;IT;sentence23.2; - ;6B;прямой
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence23.2; - ;6B;прямой
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id90;Женский;21;Среднее общее;Менеджмент;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id93;Мужской;20;Неоконченное высшее;Медицина;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence23.2; - ;6B;прямой
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id95;Женский;20;Среднее общее;Юриспруденция;sentence23.2; - ;6B;прямой
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id98;Женский;20;Высшее;Экономика;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id99;Мужской;27;Высшее;Логистика;sentence23.2; - ;6B;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence23.2; - ;6B;прямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id76;Мужской;20;Основное общее;IT;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id79;Женский;22;Высшее;Иностранные языки;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id80;Мужской;20;Неоконченное высшее;Учеба;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id83;Мужской;25;Неоконченное высшее;IT;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence26.2; - ;22B;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id90;Женский;21;Среднее общее;Менеджмент;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id91;Мужской;25;Высшее;Преподавание;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id93;Мужской;20;Неоконченное высшее;Медицина;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id98;Женский;20;Высшее;Экономика;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id99;Мужской;27;Высшее;Логистика;sentence26.2; - ;22B;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence26.2; - ;22B;непрямой
4;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id76;Мужской;20;Основное общее;IT;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id79;Женский;22;Высшее;Иностранные языки;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id80;Мужской;20;Неоконченное высшее;Учеба;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id83;Мужской;25;Неоконченное высшее;IT;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id90;Женский;21;Среднее общее;Менеджмент;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id91;Мужской;25;Высшее;Преподавание;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id93;Мужской;20;Неоконченное высшее;Медицина;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id95;Женский;20;Среднее общее;Юриспруденция;sentence17.2; - ;8B;непрямой
4;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id98;Женский;20;Высшее;Экономика;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id99;Мужской;27;Высшее;Логистика;sentence17.2; - ;8B;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence17.2; - ;8B;непрямой
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id76;Мужской;20;Основное общее;IT;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id79;Женский;22;Высшее;Иностранные языки;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id80;Мужской;20;Неоконченное высшее;Учеба;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id83;Мужской;25;Неоконченное высшее;IT;sentence29.2; - ;24B;прямой
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence29.2; - ;24B;прямой
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id90;Женский;21;Среднее общее;Менеджмент;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id91;Мужской;25;Высшее;Преподавание;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id93;Мужской;20;Неоконченное высшее;Медицина;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id95;Женский;20;Среднее общее;Юриспруденция;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id98;Женский;20;Высшее;Экономика;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id99;Мужской;27;Высшее;Логистика;sentence29.2; - ;24B;прямой
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;нет;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence29.2; - ;24B;прямой
