Ответы;Филлер/стимул;Вопрос/восклицание;single/pair интерпретация;порядок;2аргумента/1аргумент+1адъюнкт;есть сочинение/нет сочинения;id респонденты;пол;возраст;уровень образования;сфера;предложения;правильность филлера;номер предложения;порядок 2
2;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;нет;id19;Мужской;23;Среднее профессиональное;Искусство;sentence3.1; - ;13A;прямой
1;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;нет;id20;Мужской;24;Высшее;Химическая промышленность;sentence3.1; - ;13A;прямой
1;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;нет;id21;Женский;24;Высшее;Медицина;sentence3.1; - ;13A;прямой
4;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;нет;id22;Мужской;22;Среднее профессиональное;Преподавание;sentence3.1; - ;13A;прямой
4;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;нет;id23;Мужской;30;Высшее;Маркетинг;sentence3.1; - ;13A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;нет;id24;Женский;29;Высшее;IT;sentence3.1; - ;13A;прямой
3;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;нет;id25;Мужской;30;Высшее;IT;sentence3.1; - ;13A;прямой
2;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id1;Мужской;20;Неоконченное среднее профессиональное;IT;sentence4.1; - ;15A;непрямой
5;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id2;Мужской;20;Неоконченное высшее;IT;sentence4.1; - ;15A;непрямой
1;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id3;Мужской;23;Среднее профессиональное;IT;sentence4.1; - ;15A;непрямой
3;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id4;Мужской;20;Неоконченное высшее;Химическая промышленность;sentence4.1; - ;15A;непрямой
3;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id5;Женский;27;Высшее;Преподавание;sentence4.1; - ;15A;непрямой
1;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id6;Мужской;25;Высшее;Инженерное дело;sentence4.1; - ;15A;непрямой
5;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id7;Женский;20;Неоконченное высшее;Экономика;sentence4.1; - ;15A;непрямой
5;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id8;Женский;20;Среднее общее;Учеба;sentence4.1; - ;15A;непрямой
5;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id9;Мужской;20;Неоконченное высшее;Учеба;sentence4.1; - ;15A;непрямой
4;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id10;Мужской;20;Среднее профессиональное;МЧС;sentence4.1; - ;15A;непрямой
1;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id11;Женский;20;Неоконченное высшее;Прочее;sentence4.1; - ;15A;непрямой
1;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id12;Мужской;26;Среднее общее;Прочее;sentence4.1; - ;15A;непрямой
5;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id13;Женский;20;Неоконченное высшее;Медицина;sentence4.1; - ;15A;непрямой
5;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id14;Женский;20;Неоконченное высшее;Медицина;sentence4.1; - ;15A;непрямой
5;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id15;Женский;21;Неоконченное высшее;Преподавание;sentence4.1; - ;15A;непрямой
5;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id16;Женский;21;Неоконченное высшее;Медицина;sentence4.1; - ;15A;непрямой
2;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id17;Мужской;20;Неоконченное высшее;Прочее;sentence4.1; - ;15A;непрямой
5;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id18;Женский;20;Неоконченное высшее;Медицина;sentence4.1; - ;15A;непрямой
2;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id19;Мужской;23;Среднее профессиональное;Искусство;sentence4.1; - ;15A;непрямой
4;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id20;Мужской;24;Высшее;Химическая промышленность;sentence4.1; - ;15A;непрямой
1;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id21;Женский;24;Высшее;Медицина;sentence4.1; - ;15A;непрямой
4;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id22;Мужской;22;Среднее профессиональное;Преподавание;sentence4.1; - ;15A;непрямой
2;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id23;Мужской;30;Высшее;Маркетинг;sentence4.1; - ;15A;непрямой
5;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id24;Женский;29;Высшее;IT;sentence4.1; - ;15A;непрямой
3;стимул;восклицание;single;Y аргумент - X аргумент;2 аргумента;нет;id25;Мужской;30;Высшее;IT;sentence4.1; - ;15A;непрямой
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id1;Мужской;20;Неоконченное среднее профессиональное;IT;sentence5.1; - ;19A;прямой
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id2;Мужской;20;Неоконченное высшее;IT;sentence5.1; - ;19A;прямой
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id3;Мужской;23;Среднее профессиональное;IT;sentence5.1; - ;19A;прямой
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id4;Мужской;20;Неоконченное высшее;Химическая промышленность;sentence5.1; - ;19A;прямой
3;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id5;Женский;27;Высшее;Преподавание;sentence5.1; - ;19A;прямой
2;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id6;Мужской;25;Высшее;Инженерное дело;sentence5.1; - ;19A;прямой
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id7;Женский;20;Неоконченное высшее;Экономика;sentence5.1; - ;19A;прямой
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id8;Женский;20;Среднее общее;Учеба;sentence5.1; - ;19A;прямой
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id9;Мужской;20;Неоконченное высшее;Учеба;sentence5.1; - ;19A;прямой
4;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id10;Мужской;20;Среднее профессиональное;МЧС;sentence5.1; - ;19A;прямой
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id11;Женский;20;Неоконченное высшее;Прочее;sentence5.1; - ;19A;прямой
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id12;Мужской;26;Среднее общее;Прочее;sentence5.1; - ;19A;прямой
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id13;Женский;20;Неоконченное высшее;Медицина;sentence5.1; - ;19A;прямой
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id14;Женский;20;Неоконченное высшее;Медицина;sentence5.1; - ;19A;прямой
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id15;Женский;21;Неоконченное высшее;Преподавание;sentence5.1; - ;19A;прямой
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id16;Женский;21;Неоконченное высшее;Медицина;sentence5.1; - ;19A;прямой
3;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id17;Мужской;20;Неоконченное высшее;Прочее;sentence5.1; - ;19A;прямой
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id18;Женский;20;Неоконченное высшее;Медицина;sentence5.1; - ;19A;прямой
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id19;Мужской;23;Среднее профессиональное;Искусство;sentence5.1; - ;19A;прямой
4;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id20;Мужской;24;Высшее;Химическая промышленность;sentence5.1; - ;19A;прямой
2;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id21;Женский;24;Высшее;Медицина;sentence5.1; - ;19A;прямой
4;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id22;Мужской;22;Среднее профессиональное;Преподавание;sentence5.1; - ;19A;прямой
2;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id23;Мужской;30;Высшее;Маркетинг;sentence5.1; - ;19A;прямой
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id24;Женский;29;Высшее;IT;sentence5.1; - ;19A;прямой
2;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id25;Мужской;30;Высшее;IT;sentence5.1; - ;19A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id1;Мужской;20;Неоконченное среднее профессиональное;IT;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id2;Мужской;20;Неоконченное высшее;IT;sentence6.1; - ;9A;прямой
3;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id3;Мужской;23;Среднее профессиональное;IT;sentence6.1; - ;9A;прямой
3;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id4;Мужской;20;Неоконченное высшее;Химическая промышленность;sentence6.1; - ;9A;прямой
4;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id5;Женский;27;Высшее;Преподавание;sentence6.1; - ;9A;прямой
2;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id6;Мужской;25;Высшее;Инженерное дело;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id7;Женский;20;Неоконченное высшее;Экономика;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id8;Женский;20;Среднее общее;Учеба;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id9;Мужской;20;Неоконченное высшее;Учеба;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id10;Мужской;20;Среднее профессиональное;МЧС;sentence6.1; - ;9A;прямой
1;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id11;Женский;20;Неоконченное высшее;Прочее;sentence6.1; - ;9A;прямой
3;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id12;Мужской;26;Среднее общее;Прочее;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id13;Женский;20;Неоконченное высшее;Медицина;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id14;Женский;20;Неоконченное высшее;Медицина;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id15;Женский;21;Неоконченное высшее;Преподавание;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id16;Женский;21;Неоконченное высшее;Медицина;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id17;Мужской;20;Неоконченное высшее;Прочее;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id18;Женский;20;Неоконченное высшее;Медицина;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id19;Мужской;23;Среднее профессиональное;Искусство;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id20;Мужской;24;Высшее;Химическая промышленность;sentence6.1; - ;9A;прямой
2;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id21;Женский;24;Высшее;Медицина;sentence6.1; - ;9A;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id22;Мужской;22;Среднее профессиональное;Преподавание;sentence6.1; - ;9A;прямой
2;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id23;Мужской;30;Высшее;Маркетинг;sentence6.1; - ;9A;прямой
4;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id24;Женский;29;Высшее;IT;sentence6.1; - ;9A;прямой
3;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id25;Мужской;30;Высшее;IT;sentence6.1; - ;9A;прямой
3;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id1;Мужской;20;Неоконченное среднее профессиональное;IT;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id2;Мужской;20;Неоконченное высшее;IT;sentence7.1; - ;1A;прямой
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id3;Мужской;23;Среднее профессиональное;IT;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id4;Мужской;20;Неоконченное высшее;Химическая промышленность;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id5;Женский;27;Высшее;Преподавание;sentence7.1; - ;1A;прямой
2;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id6;Мужской;25;Высшее;Инженерное дело;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id7;Женский;20;Неоконченное высшее;Экономика;sentence7.1; - ;1A;прямой
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id8;Женский;20;Среднее общее;Учеба;sentence7.1; - ;1A;прямой
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id9;Мужской;20;Неоконченное высшее;Учеба;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id10;Мужской;20;Среднее профессиональное;МЧС;sentence7.1; - ;1A;прямой
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id11;Женский;20;Неоконченное высшее;Прочее;sentence7.1; - ;1A;прямой
3;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id12;Мужской;26;Среднее общее;Прочее;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id13;Женский;20;Неоконченное высшее;Медицина;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id14;Женский;20;Неоконченное высшее;Медицина;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id15;Женский;21;Неоконченное высшее;Преподавание;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id16;Женский;21;Неоконченное высшее;Медицина;sentence7.1; - ;1A;прямой
2;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id17;Мужской;20;Неоконченное высшее;Прочее;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id18;Женский;20;Неоконченное высшее;Медицина;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id19;Мужской;23;Среднее профессиональное;Искусство;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id20;Мужской;24;Высшее;Химическая промышленность;sentence7.1; - ;1A;прямой
2;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id21;Женский;24;Высшее;Медицина;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id22;Мужской;22;Среднее профессиональное;Преподавание;sentence7.1; - ;1A;прямой
2;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id23;Мужской;30;Высшее;Маркетинг;sentence7.1; - ;1A;прямой
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id24;Женский;29;Высшее;IT;sentence7.1; - ;1A;прямой
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id25;Мужской;30;Высшее;IT;sentence7.1; - ;1A;прямой
2;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;да;id1;Мужской;20;Неоконченное среднее профессиональное;IT;sentence8.1; - ;17A;непрямой
