Ответы;Филлер/стимул;Вопрос/восклицание;single/pair интерпретация;порядок;2аргумента/1аргумент+1адъюнкт;есть сочинение/нет сочинения;id респонденты;пол;возраст;уровень образования;сфера;предложения;правильность филлера;номер предложения;порядок 2
3;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id44;Мужской;29;Высшее;Логистика;sentence12.2; - ;5A;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id45;Мужской;25;Высшее;Инженерное дело;sentence12.2; - ;5A;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id46;Женский;24;Высшее;IT;sentence12.2; - ;5A;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence12.2; - ;5A;прямой
3;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id48;Женский;23;Среднее профессиональное;Работа;sentence12.2; - ;5A;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence12.2; - ;5A;прямой
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id50;Женский;20;Среднее профессиональное;Работа;sentence12.2; - ;5A;прямой
3;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id26;Женский;20;Неоконченное высшее;Лингвистика;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id27;Женский;20;Неоконченное высшее;Преподавание;sentence14.2; - ;7A;непрямой
2;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id29;Мужской;20;Неоконченное высшее;Искусство;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id30;Женский;20;Неоконченное высшее;Экономика;sentence14.2; - ;7A;непрямой
4;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence14.2; - ;7A;непрямой
4;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id32;Женский;20;Основное общее;Лингвистика;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id33;Мужской;25;Высшее;IT;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id34;Женский;21;Неоконченное высшее;Журналистика;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id36;Женский;20;Основное общее;Учеба;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id37;Женский;20;Неоконченное высшее;Филология;sentence14.2; - ;7A;непрямой
3;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id38;Мужской;20;Неоконченное высшее;Учеба;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence14.2; - ;7A;непрямой
3;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id41;Мужской;20;Неоконченное высшее;Туризм;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id42;Мужской;22;Высшее;Юриспруденция;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence14.2; - ;7A;непрямой
4;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id44;Мужской;29;Высшее;Логистика;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id45;Мужской;25;Высшее;Инженерное дело;sentence14.2; - ;7A;непрямой
4;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id46;Женский;24;Высшее;IT;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence14.2; - ;7A;непрямой
1;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id48;Женский;23;Среднее профессиональное;Работа;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence14.2; - ;7A;непрямой
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id50;Женский;20;Среднее профессиональное;Работа;sentence14.2; - ;7A;непрямой
2;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id26;Женский;20;Неоконченное высшее;Лингвистика;sentence4.2; - ;15A;непрямой
2;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id27;Женский;20;Неоконченное высшее;Преподавание;sentence4.2; - ;15A;непрямой
3;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id29;Мужской;20;Неоконченное высшее;Искусство;sentence4.2; - ;15A;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id30;Женский;20;Неоконченное высшее;Экономика;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id32;Женский;20;Основное общее;Лингвистика;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id33;Мужской;25;Высшее;IT;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id34;Женский;21;Неоконченное высшее;Журналистика;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence4.2; - ;15A;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id36;Женский;20;Основное общее;Учеба;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id37;Женский;20;Неоконченное высшее;Филология;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id38;Мужской;20;Неоконченное высшее;Учеба;sentence4.2; - ;15A;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence4.2; - ;15A;непрямой
3;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id41;Мужской;20;Неоконченное высшее;Туризм;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id42;Мужской;22;Высшее;Юриспруденция;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence4.2; - ;15A;непрямой
3;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id44;Мужской;29;Высшее;Логистика;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id45;Мужской;25;Высшее;Инженерное дело;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id46;Женский;24;Высшее;IT;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence4.2; - ;15A;непрямой
3;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id48;Женский;23;Среднее профессиональное;Работа;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence4.2; - ;15A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;нет;id50;Женский;20;Среднее профессиональное;Работа;sentence4.2; - ;15A;непрямой
3;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id26;Женский;20;Неоконченное высшее;Лингвистика;sentence2.2; - ;21A;непрямой
3;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id27;Женский;20;Неоконченное высшее;Преподавание;sentence2.2; - ;21A;непрямой
2;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id29;Мужской;20;Неоконченное высшее;Искусство;sentence2.2; - ;21A;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id30;Женский;20;Неоконченное высшее;Экономика;sentence2.2; - ;21A;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence2.2; - ;21A;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id32;Женский;20;Основное общее;Лингвистика;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id33;Мужской;25;Высшее;IT;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id34;Женский;21;Неоконченное высшее;Журналистика;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence2.2; - ;21A;непрямой
2;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id36;Женский;20;Основное общее;Учеба;sentence2.2; - ;21A;непрямой
2;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id37;Женский;20;Неоконченное высшее;Филология;sentence2.2; - ;21A;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id38;Мужской;20;Неоконченное высшее;Учеба;sentence2.2; - ;21A;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence2.2; - ;21A;непрямой
2;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id41;Мужской;20;Неоконченное высшее;Туризм;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id42;Мужской;22;Высшее;Юриспруденция;sentence2.2; - ;21A;непрямой
1;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence2.2; - ;21A;непрямой
2;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id44;Мужской;29;Высшее;Логистика;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id45;Мужской;25;Высшее;Инженерное дело;sentence2.2; - ;21A;непрямой
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id46;Женский;24;Высшее;IT;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id48;Женский;23;Среднее профессиональное;Работа;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence2.2; - ;21A;непрямой
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id50;Женский;20;Среднее профессиональное;Работа;sentence2.2; - ;21A;непрямой
2;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id26;Женский;20;Неоконченное высшее;Лингвистика;sentence13.2; - ;29A;непрямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id27;Женский;20;Неоконченное высшее;Преподавание;sentence13.2; - ;29A;непрямой
2;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence13.2; - ;29A;непрямой
3;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id29;Мужской;20;Неоконченное высшее;Искусство;sentence13.2; - ;29A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id30;Женский;20;Неоконченное высшее;Экономика;sentence13.2; - ;29A;непрямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence13.2; - ;29A;непрямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id32;Женский;20;Основное общее;Лингвистика;sentence13.2; - ;29A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id33;Мужской;25;Высшее;IT;sentence13.2; - ;29A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id34;Женский;21;Неоконченное высшее;Журналистика;sentence13.2; - ;29A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence13.2; - ;29A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id36;Женский;20;Основное общее;Учеба;sentence13.2; - ;29A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id37;Женский;20;Неоконченное высшее;Филология;sentence13.2; - ;29A;непрямой
3;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id38;Мужской;20;Неоконченное высшее;Учеба;sentence13.2; - ;29A;непрямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence13.2; - ;29A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence13.2; - ;29A;непрямой
1;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id41;Мужской;20;Неоконченное высшее;Туризм;sentence13.2; - ;29A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id42;Мужской;22;Высшее;Юриспруденция;sentence13.2; - ;29A;непрямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence13.2; - ;29A;непрямой
3;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id44;Мужской;29;Высшее;Логистика;sentence13.2; - ;29A;непрямой
