Ответы;Филлер/стимул;Вопрос/восклицание;single/pair интерпретация;порядок;2аргумента/1аргумент+1адъюнкт;есть сочинение/нет сочинения;id респонденты;пол;возраст;уровень образования;сфера;предложения;правильность филлера;номер предложения;порядок 2
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id37;Женский;20;Неоконченное высшее;Филология;sentence11.2; - ;27A;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence11.2; - ;27A;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence11.2; - ;27A;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id42;Мужской;22;Высшее;Юриспруденция;sentence11.2; - ;27A;прямой
4;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence11.2; - ;27A;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id45;Мужской;25;Высшее;Инженерное дело;sentence11.2; - ;27A;прямой
4;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id46;Женский;24;Высшее;IT;sentence11.2; - ;27A;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence11.2; - ;27A;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id48;Женский;23;Среднее профессиональное;Работа;sentence11.2; - ;27A;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence11.2; - ;27A;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id50;Женский;20;Среднее профессиональное;Работа;sentence11.2; - ;27A;прямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id27;Женский;20;Неоконченное высшее;Преподавание;sentence15.2; - ;25A;непрямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id29;Мужской;20;Неоконченное высшее;Искусство;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id30;Женский;20;Неоконченное высшее;Экономика;sentence15.2; - ;25A;непрямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id32;Женский;20;Основное общее;Лингвистика;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id33;Мужской;25;Высшее;IT;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id34;Женский;21;Неоконченное высшее;Журналистика;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id36;Женский;20;Основное общее;Учеба;sentence15.2; - ;25A;непрямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id37;Женский;20;Неоконченное высшее;Филология;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id41;Мужской;20;Неоконченное высшее;Туризм;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id42;Мужской;22;Высшее;Юриспруденция;sentence15.2; - ;25A;непрямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id44;Мужской;29;Высшее;Логистика;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id45;Мужской;25;Высшее;Инженерное дело;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id48;Женский;23;Среднее профессиональное;Работа;sentence15.2; - ;25A;непрямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence15.2; - ;25A;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id50;Женский;20;Среднее профессиональное;Работа;sentence15.2; - ;25A;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id27;Женский;20;Неоконченное высшее;Преподавание;sentence10.2; - ;11A;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence10.2; - ;11A;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id29;Мужской;20;Неоконченное высшее;Искусство;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id30;Женский;20;Неоконченное высшее;Экономика;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id32;Женский;20;Основное общее;Лингвистика;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id33;Мужской;25;Высшее;IT;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id34;Женский;21;Неоконченное высшее;Журналистика;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id36;Женский;20;Основное общее;Учеба;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id37;Женский;20;Неоконченное высшее;Филология;sentence10.2; - ;11A;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id38;Мужской;20;Неоконченное высшее;Учеба;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id41;Мужской;20;Неоконченное высшее;Туризм;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id42;Мужской;22;Высшее;Юриспруденция;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id45;Мужской;25;Высшее;Инженерное дело;sentence10.2; - ;11A;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id46;Женский;24;Высшее;IT;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence10.2; - ;11A;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id48;Женский;23;Среднее профессиональное;Работа;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id50;Женский;20;Среднее профессиональное;Работа;sentence10.2; - ;11A;непрямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id76;Мужской;20;Основное общее;IT;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id80;Мужской;20;Неоконченное высшее;Учеба;sentence24.2; - ;10B;прямой
4;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id83;Мужской;25;Неоконченное высшее;IT;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id90;Женский;21;Среднее общее;Менеджмент;sentence24.2; - ;10B;прямой
4;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id93;Мужской;20;Неоконченное высшее;Медицина;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id98;Женский;20;Высшее;Экономика;sentence24.2; - ;10B;прямой
5;стимул;восклицание;pair;X аргумент -Y аргумент;2 аргумента;да;id99;Мужской;27;Высшее;Логистика;sentence24.2; - ;10B;прямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id76;Мужской;20;Основное общее;IT;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id80;Мужской;20;Неоконченное высшее;Учеба;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id83;Мужской;25;Неоконченное высшее;IT;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id90;Женский;21;Среднее общее;Менеджмент;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id93;Мужской;20;Неоконченное высшее;Медицина;sentence21.2; - ;26B;непрямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id95;Женский;20;Среднее общее;Юриспруденция;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id98;Женский;20;Высшее;Экономика;sentence21.2; - ;26B;непрямой
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id99;Мужской;27;Высшее;Логистика;sentence21.2; - ;26B;непрямой
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence21.2; - ;26B;непрямой
4;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence28.2; - ;28B;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence28.2; - ;28B;прямой
4;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id79;Женский;22;Высшее;Иностранные языки;sentence28.2; - ;28B;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id80;Мужской;20;Неоконченное высшее;Учеба;sentence28.2; - ;28B;прямой
4;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id83;Мужской;25;Неоконченное высшее;IT;sentence28.2; - ;28B;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence28.2; - ;28B;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence28.2; - ;28B;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence28.2; - ;28B;прямой
4;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence28.2; - ;28B;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id90;Женский;21;Среднее общее;Менеджмент;sentence28.2; - ;28B;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id91;Мужской;25;Высшее;Преподавание;sentence28.2; - ;28B;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence28.2; - ;28B;прямой
5;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id98;Женский;20;Высшее;Экономика;sentence28.2; - ;28B;прямой
4;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id99;Мужской;27;Высшее;Логистика;sentence28.2; - ;28B;прямой
4;стимул;восклицание;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence28.2; - ;28B;прямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id76;Мужской;20;Основное общее;IT;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence20.2; - ;12B;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id79;Женский;22;Высшее;Иностранные языки;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id80;Мужской;20;Неоконченное высшее;Учеба;sentence20.2; - ;12B;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id83;Мужской;25;Неоконченное высшее;IT;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id90;Женский;21;Среднее общее;Менеджмент;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id91;Мужской;25;Высшее;Преподавание;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id93;Мужской;20;Неоконченное высшее;Медицина;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence20.2; - ;12B;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id95;Женский;20;Среднее общее;Юриспруденция;sentence20.2; - ;12B;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id98;Женский;20;Высшее;Экономика;sentence20.2; - ;12B;непрямой
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id99;Мужской;27;Высшее;Логистика;sentence20.2; - ;12B;непрямой
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;да;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence20.2; - ;12B;непрямой
