Ответы;Филлер/стимул;Вопрос/восклицание;single/pair интерпретация;порядок;2аргумента/1аргумент+1адъюнкт;есть сочинение/нет сочинения;id респонденты;пол;возраст;уровень образования;сфера;предложения;правильность филлера;номер предложения;порядок 2
5;стимул;восклицание;single;адъюнкт-аргумент;аргумент+адъюнкт;да;id74;Мужской;21;Среднее общее;Учеба;sentence21.1; - ;26B;непрямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id53;Мужской;20;Неоконченное высшее;IT;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;sentence24.1; - ;10B;прямой
4;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id64;Женский;30;Высшее;Экономика;sentence24.1; - ;10B;прямой
4;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id66;Женский;22;Высшее;Менеджмент;sentence24.1; - ;10B;прямой
4;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id67;Мужской;24;Высшее;Строительство;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id68;Мужской;28;Высшее;Экология;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id69;Женский;26;Высшее;Экономика;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id71;Мужской;21;Среднее профессиональное;Искусство;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id73;Женский;30;Высшее;IT;sentence24.1; - ;10B;прямой
5;стимул;восклицание;single;X аргумент -Y аргумент;2 аргумента;да;id74;Мужской;21;Среднее общее;Учеба;sentence24.1; - ;10B;прямой
4;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id51;Женский;21;Неоконченное высшее;IT;sentence28.1; - ;28B;прямой
4;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id52;Женский;20;Неоконченное высшее;IT;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id53;Мужской;20;Неоконченное высшее;IT;sentence28.1; - ;28B;прямой
4;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id64;Женский;30;Высшее;Экономика;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id66;Женский;22;Высшее;Менеджмент;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id68;Мужской;28;Высшее;Экология;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id69;Женский;26;Высшее;Экономика;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id71;Мужской;21;Среднее профессиональное;Искусство;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;sentence28.1; - ;28B;прямой
5;стимул;восклицание;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id73;Женский;30;Высшее;IT;sentence28.1; - ;28B;прямой
